cpc_group_id,cpc_subgroup_id,patent_abstract,patent_number,patent_title,patent_year
G16B,G16B40/00,"One embodiment of an apparatus for analysis of body composition and hydration status by detecting resistance of the human subject at zero and infinite frequency including a method for measuring indirectly extracellular water mass, intracellular water mass, lean body mass, and body fat mass; daily changes of extracellular water mass, intracellular water mass, lean body mass, and body fat mass; and acute changes of extracellular water mass and intracellular water mass; and for individualized calibration of these indirect measurements.In addition, a method for fitting mathematical models to serial measurements of indirectly measured lean body mass and fat mass and for dynamic indirect individualized measurement using minimum variance estimation and prediction of daily changes of the body composition defined as change of glycogen store, change of fat store and change of protein store; daily utilized macronutrient energy intake defined as utilized carbohydrate, fat, and protein caloric intake; daily macronutrient oxidation rate defined as rate of carbohydrate oxidation, fat oxidation, and protein oxidation; daily resting metabolic rate; daily unknown forms of energy losses or gains; daily rate of endogenous lipolysis; daily nitrogen excretion; daily gluconeogenesis from protein; daily determination of extracellular water mass; daily determination of intracellular water mass; and acute change of extracellular water mass and intracellular water mass.",9949663,Apparatus and method for the analysis of the change of body composition and hydration status and for dynamic indirect individualized measurement of components of the human energy metabolism,2018
G16B,G16B40/00,"Provided herein are apparatuses and methods related to a notification-affecting service on a wearable electronic device configured to set a quiet time mode preventing a user-alerting action selected from, for example, a haptic vibration, a visual effect, and an audible effect from alerting a user of the wearable electronic device.",9880157,Apparatus and methods for suppressing user-alerting actions,2018
G16B,G16B40/00,"The present invention provides an apparatus for screening cancer, which reads low-mass ion mass spectrum for diagnosing cancer based on biostatistical analysis with respect to low-mass ions extracted from biological materials, and diagnoses cancer using the low-mass ion spectrum. An apparatus for cancer diagnosis, including a low-mass ion detecting unit which detects mass spectra of low-mass ions of biological materials; a cancer diagnosing unit which compares and analyzes patterns of mass spectra and diagnoses cancer; a display unit which displays cancer diagnosis information from the cancer diagnosing unit.",10042983,Apparatus for cancer diagnosis,2018
G16B,G16B20/00,"Methods are disclosed for generating and isolating an informative content repository of respiratory related biomarkers to accurately determine whether an individual has normal or abnormal pulmonary function. Specifically, methods are directed to determination of whether individuals have chronic obstructive pulmonary disease, and if so, whether the affected individuals experience rapid long decline or slow lung decline as a result of COPD. Also disclosed is an informative content repository of chronic obstructive pulmonary disease biomarkers, which when linked with other informative content provides a powerful tool for diagnosis, study, therapeutic discovery and development, condition management, health maintenance, and linking chronic obstructive pulmonary disease through pattern of life style, environmental exposure, and genetic susceptibility and inheritance. Disclosed herein is a chronic obstructive pulmonary disease biomarker informative content repository comprising at least one COPD biomarker, apparatus and methods to diagnose, assess, address, and ameliorate related conditions.",9885085,"Apparatus, compositions, and methods for assessment of chronic obstructive pulmonary disease progression among rapid and slow decline conditions",2018
G16B,G16B20/00,"The disclosure relates to the use of one or more association rule mining algorithms to mine data sets containing features created from at least one plant or animal-based molecular genetic marker, find association rules and utilize features created from these association rules for classification or prediction.",10102476,"Application of machine learning methods for mining association rules in plant and animal data sets containing molecular genetic markers, followed by classification or prediction utilizing features created from these association rules",2018
G16B,G16B25/00,"Methods for detecting genomic rearrangements are provided. In one embodiment, methods are provided for the use of paired end tags from restriction fragments to detect genomic rearrangements. Sequences from the ends of the fragments are brought together to form ditags and the ditags are detected. Combinations of ditags are detected by an on-chip sequencing strategy that is described herein, using inosine for de novo sequencing of short segments of DNA. In another aspect, translocations are identified by using target specific capture and analysis of the captured products on a tiling array.",9932636,Array-based translocation and rearrangement assays,2018
G16B,G16B5/00,"A system and method are described for determining candidate fiducial marker locations in the vicinity of a lesion. Imaging information and data are input or received by the system and candidate marker locations are calculated and displayed to the physician. Additionally, interactive feedback may be provided to the physician for manually selected or identified sites. The physician may thus receive automatic real time feedback for a candidate fiducial marker location and adjust or accept a constellation of fiducial marker locations. 3D renderings of the airway tree, lesion, and marker constellations may be displayed.",10068049,Automated fiducial marker planning method,2018
G16B,G16B15/00,"The invention provides computational methods for engineering, selecting, and/or identifying proteins with a desired activity. Further provided are automated computational design and screening methods to engineer proteins with desired functional activities including, but not limited to ligand binding, catalytic activity, substrate specificity, regioselectivity and/or stereoselectivity.",10025900,Automated method of computational enzyme identification and design,2018
G16B,G16B45/00,"This disclosure provides automatic compensation methods, corresponding devices and a corresponding flow cytometer. The automatic compensation method includes: determining a base cell population and a reference cell population in the cell populations according to positions of the cell populations in a dot plot that needs to be compensated, where the base cell population is a double negative cell population and the reference cell population is a single positive cell population adjacent to the base cell population in a compensating direction (S10); calculating automatically a compensation value through a progressive approximation algorithm according to a position of the base cell population, and updating the dot plot with the compensation value, so that the position difference between the reference cell population and the base cell population both in the dot plot in the compensating direction is within a predetermined range (S16).",9970857,"Automatic compensation method, device, and corresponding flow cytometer",2018
G16B,G16B40/00,"Automatic nuclear segmentation. In an embodiment, a plurality of superpixels are determined in a digital image. For each of the superpixels, any superpixels located within a search radius from the superpixel are identified, and, for each unique local combination between the superpixel and any identified superpixels located within the search radius from the superpixel, a local score for the local combination is determined. One of a plurality of global sets of local combinations with an optimum global score is identified based on the determined local scores.",10108779,Automatic nuclear segmentation,2018
G16B,G16B25/00,"The invention discloses a system and methods for quantitating the presence of nucleic acid sequences by evaluation of amplification data generated using real-time PCR. In one aspect, the methods may be adapted to identify a threshold and threshold cycle for one or more reactions based upon evaluation of exponential and baseline regions for each amplification reaction. The methodology used in the analysis may be readily automated such that subjective user interpretation of the data is substantially reduced or eliminated.",10002229,Automatic threshold setting and baseline determination for real-time PCR,2018
G16B,G16B40/00,"Methods, systems, and apparatuses are provided for creating and using a machine-leaning model to call a base at a position of a nucleic acid based on intensity values measured during a production sequencing run. The model can be trained using training data from training sequencing runs performed earlier. The model is trained using intensity values and assumed sequences that are determined as the correct output. The training data can be filtered to improve accuracy. The training data can be selected in a specific manner to be representative of the type of organism to be sequenced. The model can be trained to use intensity signals from multiple cycles and from neighboring nucleic acids to improve accuracy in the base calls.",10068053,Basecaller for DNA sequencing using machine learning,2018
G16B,G16B50/00,"The present disclosure relates to systems and methods for facilitating trusted handling of genomic and/or other bioinformatic information. Certain embodiments may facilitate policy-based governance of access to and/or use of bioinformatic information, improved interaction with and/or use of distributed bioinformatic information, parallelization of various processes involving bioinformatic information, and/or reduced user involvement in bioinformatic workflow processes, and/or the like. Further embodiments may provide for memoization processes that may persistently store final and/or intermediate results of computations performed using genomic data for use in connection with future computations.",10127354,Bioinformatic processing systems and methods,2018
G16B,G16B20/00,"A system, method and apparatus for executing a bioinformatics analysis on genetic sequence data includes a quantum computing device formed of a set of hardwired quantum logic circuits interconnected by a plurality of superconducting connections to process information represented as a quantum state that is configured as a set of one or more qubits. The hardwired quantum logic circuits may be arranged as a set of processing engines, each processing engine being formed of a subset of the hardwired quantum logic circuits to perform one or more steps in the bioinformatics analysis on the reads of genomic data. Each subset of the hardwired quantum logic circuits may be formed in a wired configuration to perform the one or more steps in the bioinformatics analysis.",10068183,"Bioinformatics systems, apparatuses, and methods executed on a quantum processing platform",2018
G16B,G16B40/00,"A system, method and apparatus for executing a sequence analysis pipeline on genetic sequence data includes an integrated circuit formed of a set of hardwired digital logic circuits that are interconnected by physical electrical interconnects. The hardwired digital logic circuits are arranged as a set of processing engines, each processing engine being formed of a subset of the hardwired digital logic circuits to perform one or more steps in the sequence analysis pipeline on the reads of genomic data. In various instances, each subset of the hardwired digital logic circuits may be formed in a wired configuration to perform one or more steps a variant call operation.",10068054,"Bioinformatics systems, apparatuses, and methods executed on an integrated circuit processing platform",2018
G16B,G16B50/00,"A system, method and apparatus for executing a sequence analysis pipeline on genetic sequence data includes a structured ASIC formed of a set of hardwired digital logic circuits that are interconnected by physical electrical interconnects. One of the physical electrical interconnects forms an input to the structured ASIC connected with an electronic data source for receiving reads of genomic data. The hardwired digital logic circuits are arranged as a set of processing engines, each processing engine being formed of a subset of the hardwired digital logic circuits to perform one or more steps in the sequence analysis pipeline on the reads of genomic data. Each subset of the hardwired digital logic circuits is formed in a wired configuration to perform the one or more steps in the sequence analysis pipeline.",10083276,"Bioinformatics systems, apparatuses, and methods executed on an integrated circuit processing platform",2018
G16B,G16B50/00,"A system, method and apparatus for executing a sequence analysis pipeline on genetic sequence data includes an integrated circuit formed of a set of hardwired digital logic circuits that are interconnected by physical electrical interconnects. One of the physical electrical interconnects forms an input to the integrated circuit connected with an electronic data source for receiving reads of genomic data. The hardwired digital logic circuits are arranged as a set of processing engines, each processing engine being formed of a subset of the hardwired digital logic circuits to perform one or more steps in the sequence analysis pipeline on the reads of genomic data. Each subset of the hardwired digital logic circuits is formed in a wired configuration to perform the one or more steps in the sequence analysis pipeline.",9858384,"Bioinformatics systems, apparatuses, and methods executed on an integrated circuit processing platform",2018
G16B,G16B50/00,"A system, method and apparatus for executing a sequence analysis pipeline on genetic sequence data includes a structured ASIC formed of a set of hardwired digital logic circuits that are interconnected by physical electrical interconnects. One of the physical electrical interconnects forms an input to the structured ASIC connected with an electronic data source for receiving reads of genomic data. The hardwired digital logic circuits are arranged as a set of processing engines, each processing engine being formed of a subset of the hardwired digital logic circuits to perform one or more steps in the sequence analysis pipeline on the reads of genomic data. Each subset of the hardwired digital logic circuits is formed in a wired configuration to perform the one or more steps in the sequence analysis pipeline.",9953132,"Bioinformatics systems, apparatuses, and methods executed on an integrated circuit processing platform",2018
G16B,G16B50/00,"A system, method and apparatus for executing a sequence analysis pipeline on genetic sequence data includes a structured ASIC formed of a set of hardwired digital logic circuits that are interconnected by physical electrical interconnects. One of the physical electrical interconnects forms an input to the structured ASIC connected with an electronic data source for receiving reads of genomic data. The hardwired digital logic circuits are arranged as a set of processing engines, each processing engine being formed of a subset of the hardwired digital logic circuits to perform one or more steps in the sequence analysis pipeline on the reads of genomic data. Each subset of the hardwired digital logic circuits is formed in a wired configuration to perform the one or more steps in the sequence analysis pipeline.",9953134,"Bioinformatics systems, apparatuses, and methods executed on an integrated circuit processing platform",2018
G16B,G16B50/00,"A system, method and apparatus for executing a sequence analysis pipeline on genetic sequence data includes a structured ASIC formed of a set of hardwired digital logic circuits that are interconnected by physical electrical interconnects. One of the physical electrical interconnects forms an input to the structured ASIC connected with an electronic data source for receiving reads of genomic data. The hardwired digital logic circuits are arranged as a set of processing engines, each processing engine being formed of a subset of the hardwired digital logic circuits to perform one or more steps in the sequence analysis pipeline on the reads of genomic data. Each subset of the hardwired digital logic circuits is formed in a wired configuration to perform the one or more steps in the sequence analysis pipeline.",9953135,"Bioinformatics systems, apparatuses, and methods executed on an integrated circuit processing platform",2018
G16B,G16B30/00,"A system, method and apparatus for executing a bioinformatics analysis on genetic sequence data is provided. Particularly, a genomics analysis platform for executing a sequence analysis pipeline is provided. The genomics analysis platform includes one or more of a first integrated circuit, where each first integrated circuit forms a central processing unit (CPU) that is responsive to one or more software algorithms that are configured to instruct the CPU to perform a first set of genomic processing steps of the sequence analysis pipeline. Additionally, a second integrated circuit is also provided, where each second integrated circuit forming a field programmable gate array (FPGA), the FPGA being configured by firmware to arrange a set of hardwired digital logic circuits that are interconnected by a plurality of physical interconnects to perform a second set of genomic processing steps of the sequence analysis pipeline, the set of hardwired digital logic circuits of each FPGA being arranged as a set of processing engines to perform the second set of genomic processing steps. A shared memory is also provided.",10068052,"Bioinformatics systems, apparatuses, and methods for generating a De Bruijn graph",2018
G16B,G16B30/00,"A system, method and apparatus for executing a bioinformatics analysis on genetic sequence data is provided. Particularly, a genomics analysis platform for executing a sequence analysis pipeline is provided. The genomics analysis platform includes one or more of a first integrated circuit, where each first integrated circuit forms a central processing unit (CPU) that is responsive to one or more software algorithms that are configured to instruct the CPU to perform a first set of genomic processing steps of the sequence analysis pipeline. Additionally, a second integrated circuit is also provided, where each second integrated circuit forming a field programmable gate array (FPGA), the FPGA being configured by firmware to arrange a set of hardwired digital logic circuits that are interconnected by a plurality of physical interconnects to perform a second set of genomic processing steps of the sequence analysis pipeline, the set of hardwired digital logic circuits of each FPGA being arranged as a set of processing engines to perform the second set of genomic processing steps. A shared memory is also provided.",10049179,"Bioinformatics systems, apparatuses, and methods for performing secondary and/or tertiary processing",2018
G16B,G16B50/00,"A system, method and apparatus for executing a sequence analysis pipeline on genetic sequence data includes an integrated circuit formed of a set of hardwired digital logic circuits that are interconnected by physical electrical interconnects. One of the physical electrical interconnects forms an input to the integrated circuit connected with an electronic data source for receiving reads of genomic data. The hardwired digital logic circuits are arranged as a set of processing engines, each processing engine being formed of a subset of the hardwired digital logic circuits to perform one or more steps in the sequence analysis pipeline on the reads of genomic data. Each subset of the hardwired digital logic circuits is formed in a wired configuration to perform the one or more steps in the sequence analysis pipeline.",9898424,"Bioinformatics, systems, apparatus, and methods executed on an integrated circuit processing platform",2018
G16B,G16B45/00,"Identification of regions-of-interest within cell maps is disclosed. In certain embodiments, identification of the regions-of interest is based on the use of a plurality of biomarkers, which may be used to generate a multiplexed image of a tissue sample. Based on the identified regions, cells may be extracted and localized sequence data may be generated specific to the regions-of-interest.",9953133,Biological data annotation and visualization,2018
G16B,G16B5/00,"The present invention relates to a biological network analysis device and a method therefor. The biological network analysis method includes receiving biological data from an external server, extracting biological information from the received biological data to generate a biological interaction database, storing the generated biological interaction database, receiving input of a plurality of biological objects for a simulation, and performing a simulation by setting each of the biological objects to a node and automatically and generating a Boolean role based on the generated biological interaction database. Accordingly, the biological network analysis method conveniently designs a biological network and simulates the biological network based on biological interaction information by generating the biological interaction database.",9984184,Biological network analysis device and method therefor,2018
G16B,G16B40/00,"Disclosed are a biological sample analysis system and method for determining whether or not each of a plurality of biological samples has a test-target property using the plurality of biological samples and a plurality of pools generated by pooling samples. The system includes a determiner configured to determine whether or not there is a possibility of a determination of a false positive according to test values for the test-target property of the plurality of pools, an additional sample selector configured to select a minimum number of additional test-target samples on which an individual test of whether or not a sample has the test-target property will be carried out from among the plurality of samples when it is determined that there is the possibility of a determination of a false positive, and a test result determiner configured to determine whether or not each of the plurality of samples has the test-target property according to test results of the additional test-target samples.",10002232,Biological sample analysis system and method,2018
G16B,G16B50/00,"A biomarker monitoring method and system in one embodiment includes a communications network, a portable wellness device configured to form a communication link with the communications network, the portable wellness device including a detector configured to detect at least one biomarker in a biologic sample, a first memory, a plurality of program instructions stored in the first memory, and a processing circuit operably connected to the first memory and configured to execute the program instructions to generate wellness data based upon detection of the at least one biomarker in the biologic sample, and a remote user interface operably connected to the communications network and configured to render the wellness data.",9946836,Biomarker monitoring device and method,2018
G16B,G16B30/00,Biomarkers for diabetes and usages thereof are provided. And the biomarkers are nucleotides having polynucleotide sequences defined in SEQ ID NOs: 1-50.,10100360,Biomarkers for diabetes and usages thereof,2018
G16B,G16B50/00,"A biometric data brokerage system (BDPS) and method for transfer of biometric records between at least one biometric collection device (BCD) and at least one biometric processing service (BPS) are disclosed. Embodiments provide a BDPS that utilizes biometric record translation routines that allow for biometric record submissions from any BCD to any BPS, regardless of biometric record format requirements. The need for costly and proprietary biometric record formatting software on BCDs is thereby eliminated.",10019498,Biometric data brokerage system and method for transfer of biometric records between biometric collection devices and biometric processing services,2018
G16B,G16B50/00,"Methods, systems and apparatus for performing a biological process are provided, wherein the method comprises implementation of at least one unit operation, and wherein the unit operation is defined according to a standardised element structure, the element structure comprising a plurality of functional section blocks, and wherein the section blocks comprise at least one of the group consisting of: imports; parameters; data; physical inputs; requirements; setup; and execution steps.",9977862,Bioprocess method and system,2018
G16B,G16B20/00,"Compositions, kits, and methods for the diagnosis, prognosis, and monitoring of bladder cancer in a subject are provided by detecting in a urine sample a combination of biomarkers. In one embodiment of the invention, biomarker panels consisting of individual targets listed in Tables 4 through 10 may be detected. In another embodiment of the invention, multiplex biomarker panels of various composition, but including those biomarkers listed above may be detected.",9964542,"Bladder cancer detection composition, kit, and associated methods",2018
G16B,G16B5/00,The present application provides stable peptide-based Botulinum neurotoxin (BoNT) serotype A capture agents and methods of use as detection and diagnosis agents and in the treatment of diseases and disorders. The application further provides methods of manufacturing BoNT serotype A capture agents using iterative on-bead in situ click chemistry.,9913875,"Botulinum neurotoxin-specific capture agents, compositions, and methods of using and making",2018
G16B,G16B15/00,"The invention relates to amino acid sequence variants of a lipase with improved activity for catalyzing synthesis reactions and methods of preparing the variants. The methods include predicting amino acid sites for change based on computational models of the protein structure in non-aqueous conditions, and expressing the protein in a prokaryotic host for subsequent purification and use. The enzyme sequence variants described have a three to nine-fold improvement in synthesis activity over the parent protein sequence.",10035995,CALB variants,2018
G16B,G16B40/00,Method and system for quantifying target nucleic acids using real-time amplification and internal calibration adjustment. The approach employs a single fixed data point in combination with a single adjustment calibrator amplified on the instrument that is to be calibrated for approximating a complete calibration curve.,9976175,"Calibration method, apparatus and computer program product",2018
G16B,G16B20/00,Biomarkers and methods using the biomarkers for the prediction of the recurrence risk of cancer in a patient are provided.,9976188,Cancer biomarkers,2018
G16B,G16B30/00,"The present invention provides systems, methods, and compositions for performing molecular tests. In particular, the present invention provides methods, compositions and systems for generating target sequence-linked solid supports (e.g., beads) using a solid support linked to a plurality of capture sequences and capture primers composed of a 3′ target-specific portion and a 5′ capture sequence portion. In certain embodiments, the target sequence linked solid support is used in sequencing methods (e.g., pyrosequencing, zero-mode waveguide type sequencing, nanopore sequencing, etc.) to determine the sequence of the target sequence (e.g., in order to detect the identity of a target nucleic acid in sample).",10119164,Capture primers and capture sequence linked solid supports for molecular diagnostic tests,2018
G16B,G16B15/00,"The present disclosure provides atomic structures of Cas9 with and without polynucleotides bound thereto. Also provided is a computer-readable medium comprising atomic coordinates for Cas9 polypeptides in both an unbound configuration and a configuration wherein the Cas9 polypeptide is bound to one or more polynucleotides. The present disclosure provides crystals comprising Cas9 polypeptides; and compositions comprising the crystals. The present disclosure provides methods for the engineering of Cas9 polypeptides wherein Cas9 activity has been altered, ablated, or preserved and amended with additional activities.",9963689,Cas9 crystals and methods of use thereof,2018
G16B,G16B20/00,Cell-bound complement activation product (CB-CAP) profiling and scoring serve as diagnostic biomarkers for patients to determine whether a patient who has not met at least four American College of Rheumatology (or similar e.g. SLICC) criteria for a definite Lupus diagnosis should be classified as exhibiting a pre-existing condition that this document refers to as pre-Lupus. This document also describes methods for determining whether a patient who has been determined to exhibit pre-Lupus has progressed to exhibiting definite Lupus.,9863946,Cell-bound complement activation products as diagnostic biomarkers for pre-lupus,2018
G16B,G16B30/00,The present invention pertains to the use of DNase to treat female infertility and the use of cfDNA as a marker of female infertility.,9950040,Cell-free DNA as a therapeutic target for female infertility and diagnostic marker,2018
G16B,G16B20/20,"The present invention relates generally to the field of human genetics. More specifically, this invention relates to the clinical application of a bioinformatics methodology described in patent application Ser. No. 14/154,303 for the early detection of cancer. Said clinical application relates to obtaining the genome sequence from an individual's healthy tissue and comparing it to the DNA sequence obtained from that same individual's body tissues, wastes and/or fluids. Said method inspects the DNA sequence obtained from body tissues, wastes and/or fluids for the presence of DNA damage at bioinformatically predicted genetically unstable loci within cancer-linked regions of the patients healthy DNA. The identification of DNA damage within a predicted locus is considered to be evidence of cancer. Said method then uses the unique signature of any damaged DNA sequence which has occurred at predicted unstable cancer-linked loci to construct patient-specific cancer biomarker(s). These biomarkers can be used for monitoring the progression of cancer and for treatment of the cancer in a patient.",9932640,Clinical use of an Alu element based bioinformatics methodology for the detection and treatment of cancer,2018
G16B,G16B40/00,Assembling a cohort includes: receiving genetic characteristic information pertaining to a desired genetic characteristic; using the genetic characteristic information to search a data storage comprising information of previously genotyped individuals to derive a candidate group having the desired genetic characteristic; and assembling the cohort based at least in part on the candidate group.,10162880,Cohort selection with privacy protection,2018
G16B,G16B20/00,"A method includes performing a nucleic acid amplification of a nucleic acid sample using a detection probe, wherein the nucleic acid amplification occurs over one or more interrogation periods, and, from the nucleic acid amplification, acquiring amplification data that indicates an amount of nucleic acid present for each of the one or more interrogation periods. The method also includes, based on the amplification data, determining a crosstalk correction value associated with a spectral neighbor to the probe to reduce spectral crosstalk from the spectral neighbor; and applying the crosstalk correction value to amplification data collected from multiplex nucleic acid amplifications of nucleic acid samples.",9938569,Compensation for spectral crosstalk in multiplex nucleic acid amplification,2018
G16B,G16B20/00,"Nutritive polypeptides are provided herein. Also provided are various other embodiments including nucleic acids encoding the polypeptides, recombinant microorganisms that make the polypeptides, vectors for expressing the polypeptides, methods of making the polypeptides using recombinant microorganisms, compositions and formulations that comprise the polypeptides, and methods of using the polypeptides, compositions and formulations.",9878004,Compositions and formulations for treatment of gastrointestinal tract malabsorption diseases and inflammatory conditions and methods of production and use thereof,2018
